,Id,Gender,Age,Topic,Sentence
4323,241,M,20-29,NATURE,"Grazie, allora la fontanella fa anche da filtro a spugna (c'e' una bella spugnona posta in tutta la circonferenza del filtro da dove passa l'acqua), alla fine l'acqua rimane limpida nonostante le alghe, anche perche' non c'e' terra sul fondo e ghiaia e ciottoli prima di metterli li ho sciacquati per eliminare la polverosita'... Le alghe non credo siano un problema quindi anzi ogni tanto i carassietti se le mangiano  PS: Imgur si facile e comodo da usare basta premere il tasto in alto per caricare le foto, poi se ne possono caricare piu di una contemporaneamente e alla fine puoi decidere se metterle in sequenza (crea album) o prendere i codici singoli...."
4324,366,M,40-49,AUTO-MOTO,"Superlativa! Questa livrea pazzesca fa vacillare il trono dell'Anvil Grey come ""colore per eccellenza"" della TH, secondo me"
4325,382,M,20-29,AUTO-MOTO,ho girato da schifo sul asciutto e ho sperato che iniziasse a piovere subito dopo il mio super lap per marginare la mia lentezza
4326,711,M,20-29,SPORTS,"Hai ragione, 25g è veramente un esagerazione, a paragonarla ad una Royals 250 mi vien da ridere. A parte questa inesattezza mi sembra una bella canna!!"
4327,232,M,50-100,SPORTS,"Ti risponderà qualcuno sicuramente, che ne sa piu' di me, ma forse è meglio che precisi quale filo della Maver Smart è. Se vedi sul catalogo della Maver, mi sembra che tutti i fili si chiamino Smart."
4328,732,F,20-29,CELEBRITIES,Ora Pamela se la prenderà con Bettarini e Mariana x averla perculata nella televendita 😂
4329,70,M,20-29,SPORTS,crystal hai visto il messaggio subito sopra il tuo ?? potresti rispondermi ?? Grazie
4330,833,M,30-39,AUTO-MOTO,Francesco devi metterla dietro al sedile la batteria non sotto per come la vedo io
4331,641,M,50-100,AUTO-MOTO,"No, sono ancora disponibili. Ma non ho fretta, non ci devo mica mangiare. Le prendevo e le preparavo per gli amici del forum. Disponibili complete di  gli adattatori e con comandi al volante già memorizzati. Plug & enjoy. Per chi fosse interessato mi mandi una mail all'indirizzo indicato nel profilo. Saluti."
4332,994,M,50-100,SPORTS,"Concordo con le pagelle di Miro, anche se alla fine di una partita come questa fare le pagelle diventa uno spasso"
4333,657,M,30-39,SMOKE,Ottimo grazie. Domani sono sia a Sansepolcro che ad Arezzo.  P.S.: Intendi gli interi giusto?
4334,727,M,30-39,AUTO-MOTO,"Assolutamente! Siamo tutti bravi ragazzi! Ho solo espresso un opinione sulla ""vignetta""...non su chi l'ha postata Per me ogni battuta è buona per ridere sui sputeristi..... Ma su questa ci sono andati un po' pesanti a mio avviso.... Sono temi un po' delicati e possono urtare la sensibilità di qualcuno,quindi non adatti ad un ironia così spicciola. Ripeto.....è un mio punto di vista ...tutto qui! ""Signori del Colorado..... Vi saluto e ne vado "" Buonanotte."
4335,706,M,50-100,BIKES,"A me il termine ""conservatissimo"" ha fatto immediatamente venire in mente ""dotatissimo"" e ""completissimo"" di alcuni annunci economici ""particolari""..."
4336,826,F,50-100,AUTO-MOTO,... grazie di cuore per l'offerta ma temo che anche per lui sarebbe lo stesso .... cioè gli sembrerebbe di non stare in piedi!
4337,789,M,0-19,ANIME,"Non saprei, magari facciamo che l'intera scheda sia 700x1000... o comunque come preferite voi, mi affido alla vostra esperienza"
4338,889,M,20-29,SPORTS,"Effettivamente a parte Cena manca uno sfidante ""credibile"" per lesnar.. io spero nel ritorno di Bryan Danielson."
4339,258,M,30-39,SPORTS,"Il bello di tutte queste discussioni estive, da ""chiacchiere sotto l'ombrellone"", è che probabilmente il 31 agosto tutte le nostre certezze (per chi ne ha) e dubbi (per chi li nutre) saranno dissolti! Ogni giorno può succedere qualcosa, arrivare il colpo a sorpresa, il nome che non ti aspetti....l'importante è prendere queste discussioni con un pizzico d'ironia, voglio sperare che non ci sia qualcuno davvero "" "" perchè, all' 11 luglio, non abbiamo ancora una squadra di fenomeni....calma ragazzi, pilo a pilo si fa o pennello....."
4340,1093,M,50-100,MEDICINE-AESTHETICS,1)no 2)si riduce gradualmente con l'eta' ma puo' persistere fino a 80 amnni corca nell'uomo 3)impossibile da dirte va visto il singfolo caso 4)no 5)abitualmente no saqluti
4341,414,M,40-49,AUTO-MOTO,Hai una X anti led come il mio amico Jacky lui non riesce con le Drl non le digerisce....bhoooo!! Ma la retro non è che hai un qlcs a massa che dà errore? Magari il portalampade lo hai controllato?
4342,1053,M,0-19,ANIME,salve raga sono di nuovo io  ( ) finalmente gli esami li ho finiti e sono uscito con 7... ho cambiato utente perché l'altro non so cosa sia successo ma mi è stato cambiato il nick la password e la mail O.o Sono felice di essere tornato fra voi
4343,904,M,40-49,METAL-DETECTING,ragazzi chiedo un'aiuto per questo anello che ho trovato stamane nel viterbese credo sia d'argento ...
4344,93,M,20-29,SPORTS,"Provato un paio di volte e non mi è piaciuto, mi sa tanto da ""trappoletta"" (na cazzata praticamente) però ho amici che lo usano e si trovano bene. Anch'io in mare ho spot simili a quello descritto e mi salvo pescando un po' più lungo oppure cercando di pescare quando la marea non spinge forte (quindi evito le forti escursioni). Nulla vieta di provarlo comunque; magari ti trovi bene."
4345,1076,M,30-39,AUTO-MOTO,Solo modificando il proxy con il tester Leonardo Mah...una cosa è dire che ce l abbia e un altra è se ce l ha realmente...se mi mandi targa o telaio(se import per forza telaio) ti dico io se realmente ce l ha.
4346,812,M,20-29,SPORTS,A mio parere ci portiamo anche questo scudetto! Il Flaco
4347,74,F,30-39,MEDICINE-AESTHETICS,Impossibile non lasciarsi catturare quando vedi i due cotiledoncini spuntare dalla terra
4348,198,F,20-29,ANIME,infatti ho notato che per poter vedere le sezioni streaming e download ora si deve votare il forum e inserirlo tra i preferiti. quindi è una costrizione che ha imposto ff per poter mantenere il proprio materiale? oddio.
4349,80,F,20-29,ANIME,"Ciao, benvenuta! Dicci qualcosa di te: quali sono i tuoi interessi? I tuoi manga preferiti?"
4350,167,F,50-100,AUTO-MOTO,Benvenuto Vittorio anche da parte mia e complimenti x la scelta 😉👍
4351,743,M,40-49,AUTO-MOTO,"E poi se proprio ti mangia di traverso, puoi sempre metterlo a gpl……….."
4352,1028,M,30-39,AUTO-MOTO,"Premesso che il colore è un pugno nello stomaco, nell'insieme è un qualcosa di diverso dal solito (anche se non è il mio genere)"
4353,964,M,40-49,SPORTS,":    5 FantaGiochi ai nastri di partenza, dai classici fanta sui risultati di Premier League e Liga al Campionato di Serie A basato sull' indovinare i parziali e finali di ogni partita (1-X-2) Ritorna anche il quiz settimanale giunto alla 3a edizione, stavolta si giocherà su un unico forum e per cercare di non perdere partecipanti e interesse durante la stagione ho deciso di spostarlo su un forum neutro con sezione a parte, quindi meno dispersivo, della serie pochi ma presenti. Ultima settimana disponibile per partecipare anche al quizzone sulla Serie A, un solo pronostico per partecipare a 3 Campionati (Autunnale, Invernale e Primaverile) Vi aspettiamo numerosi :bye1.gif:"
4354,715,F,20-29,CELEBRITIES,"non c'è niente da dire Barbara D'Urso è Barbara D'Uurso e il trash, il vero trash, lo sa gestire e portare in tv solo lei!"
4355,369,M,40-49,SPORTS,"Toglimi una curiosita', le bestie sono di fiume molto interno??"
4356,1073,M,30-39,CELEBRITIES,"si okay questo l ho capito ma pensavo che questo spazio servisse per raccontare ciò che accade nel daytime come nello spazio in cui si racconta ciò che succede nel live comunque penso che la parte piu rilevante sia contenuta nel daytime di italia 1 che purtroppo viene trasmesso in orari per me scomodi,per questo sono interessato che almeno qualcuno lo racconti"
4357,536,M,30-39,NATURE,I lori hanno dei colori spettacolari Potevi dire a tua moglie che era il suo regalo per la festa della donna 😂😂😂😂😂😂
4358,197,F,0-19,ANIME,"Io mi son fatta prestare il Nintendo DSi per rigiocare un po' a Pokémon Diamante, avevo intenzione di andare a casa di un amico per usare la sua connessione per vedere se ho svolto lo scambio GTS anni fa :c"
4359,29,F,20-29,ANIME,"Buonasera a tutti, non sono molto brava con le presentazioni ma ci provo. Mi chiamo Stesy, ho 27 anni e vengo da un paesino vicino Pisa. Sono sempre stata appassionata di grafica, sia a scuola e sia quando ancora mi dedicavo ai forum (ormai sono anni che non ci sto più dietro come prima). Sono capitata qui per caso e devo dire che mi congratulo con chi gestisce questo bellissimo forum. E' difficile trovare un forum dedicato alla grafica ancora così attivo da così tanto tempo. Vorrei potermi divertire graficando con tutti voi ed apprendere tutto quello che posso (e riesco XD). Spero di trovarmi bene qui dentro"
4360,500,M,30-39,AUTO-MOTO,Gery sono d'accordissimo. Il mio problema ora è proprio questo periodo di transizione: avendo il winter pack mi ritrovo le Blizzak evo invernali. Fra poco avremo 40*C fissi ogni giorno e friggeranno come le patatine fritte nell'olio bollente. Potrebbe essere una scelta il fatto di distruggerle tanto comunque durerebbero solo 2 anni al massimo... e poi le Michelin CrossClimate o quello che il mercato offrirà di meglio fra 2 anni. Continuo a sragionare?
4361,340,M,30-39,SMOKE,"Azzzzzz com'è strana la vita.... Appena uscirono non mi entusiasmarono questi sigari, ad oggi il mondo è cambiato ne fumo a vagonate...... Di solito fumo un paio di scorciati durante la giornata ed un longfiller la sera, come in questo momento. Ho abbandonato il mio caro amico 1492 MST per queste godurie. Mai avrei pensato che nell lontano 2012 avessi aperto una discussione proprio su questo sigaro, anzi azienda che mi regala emozioni uniche, anche se con molti inconvenienti per la fattura. Amo il longfiller, adoro lo scorciato e prediligo la spingarda. Sigari che necessitano di poche accortenze, se non una fumata accorta e cadenzata."
4362,117,M,20-29,SMOKE,"Vabbé, ma d'altronde che ne capisco io  Probabile che non ci ho capito nulla  Quoto"
4363,930,M,0-19,ANIME,nuoto x 3 anni e ora sto a fa karate da 4/5anni
4364,104,M,40-49,SPORTS,"Quello che è parso a me, e' che concede davanti e non spanci !!"
4365,563,M,30-39,SMOKE,"Ho scritto ""ammesso che si trovi""... Sempre il 1637 é: cambia solo il packaging... Questi erano campioni di Intertabak... Li ho da ottobre, ma me ne ero scordato..."
4366,184,M,50-100,SMOKE,"La mia è dura ma non è che mi crei più di tanto problemi. Sicuramente con gli stick, acqua dura o no, un velo di passaggio sul viso non è affatto male"
4367,599,M,20-29,AUTO-MOTO,"Per andar giù biglietto aereo, tornare indietro traghetto. Meno di 300€."
4368,337,M,30-39,SPORTS,"Barreto pure in copertura completamente inutile, stiamo giocando con uno in meno"
4369,95,M,20-29,SPORTS,"Un consiglio dagli esperti ho un computer vecchio che non regge i giochi e quindi lo vorrei cambiare, mi hanno fatto questo preventivo e volevo sapere se secondo voi va bene, in caso aveste consigli su come migliorarlo scrivete. PC Desktop – Gaming Base COOLER MASTER MID TOWER GAMING K350 Digitus 650Watt ATX12V 20/24+4+6pin PFC Passivo Asus P8H77-M LE H77 i7/i5/i3 Gen 3.0 LucidVirtu DDR3 GLan VGA/HDMI/DVI sk1155 mATX Intel Core i3-3220 3.30GHz Cache 3MB Ivy Bridge LGA1155 BOX Patriot 8GB SoDDR3-1333 Value CAS9 WesternDigital HDD 500GB WDGreen 64Mb SataIII Samsung SH-222BB dvd±r/rw/±R9 22x Nero Sata OEM Microsoft Windows 7 Home Premium SP1 64bit OEM Gigabyte NVIDIA GeForce GT630 HD 1GB Gddr3 128bit Dvi/Hdmi/Vga PCi-Ex 2.0 ----------------------------------------------------------------------------------------------------------------------------"
4370,216,M,0-19,SPORTS,"Quoto,la pratica deve essere chiusa gia all'andata"
4371,140,M,30-39,BIKES,"Allora con molta probabilità la leva dell'aria non è quella corretta !? Ho comprato alla fiera un carburo praticamente nuovo a 5 € , solo perchè mi serviva la leva , ma adesso mi èa nche venuto il dubbio che sia anche quella diversa !!"
4372,621,M,50-100,METAL-DETECTING,"Questo è forse uno degli ultimi post che vedrete sul forum,anche se saltuariamente starò a guardare. Penso che Bierrevi sia la persona più adatta,senza togliere niente a nessuno, per moderare e far rispettare alcune stanze e, permettetemelo di dire,c'è bisogno di rispetto delle regole. Spero che Giove e Bierrevi prendano la mia proposta in considerazione. E con questo vi saluto a tutti Ciao Gino"
4373,236,M,30-39,SPORTS,mai avuto questo problema con nessuno stivale per abitudine prendo sempre un numero più grande di quello che ho per le scarpe
4374,646,M,40-49,SMOKE,"Avevo l'Humidor ormai vuoto, comunque i caraibici son tutti di piccolo formato, ma il tuo occhio allenato lo avrà già notato."
4375,454,M,20-29,SMOKE,"Una busta di Le Baron, una latta di Dunhill My Mixture 965, una confezione di De Amicis e una di Professore."
4376,618,M,40-49,AUTO-MOTO,Bhe il pioniere proprio non lo faccio ammesso di avere la disponibilità economica.
4377,260,M,40-49,METAL-DETECTING,"ciao , non ho ben capito come google potrebbe aiutare la ricerca di meteoriti, indento quelle medio piccole. ciao"
4378,10,M,20-29,ANIME,Diamond is Unbreakable Personaggio in cui ti senti più rappresentato Josuke mi sento agguerrito XD
4379,495,M,20-29,AUTO-MOTO,io cmq lo scarico intendevo questo cosi cmq in settimana si immatricola la belva
4380,190,M,20-29,ENTERTAINMENT,"Ah, quella me la sono spoilerata ed ho visto le scene più importanti su internet e you tube. Quindi so cosa è successo. Ma no. Ultimamente sto vedendo la serie di Bleach (perché non l'ho vista e quindi devo vedere tutti gli episodi che hanno fatto), e quindi ho deciso di aspettare questo sabato a vederla così la vedo insieme ad un amico e risparmio quindi tempo che posso usare per vedere più episodi della serie insieme."
4381,41,M,50-100,AUTO-MOTO,Carissimo mi spieghi allora perché hai chiuso la discussione relativa alle auto storiche. Tra l’altro l’avevo aperta con la ns carissima multipla e poi quando si è discusso di Zastava ti sei offeso per una banale battuta. Per favore riapri la discussione e piantiamola li così chiudiamo questa di comune accordo.
4382,140,M,30-39,BIKES,"Azzz , proprio un manuale di riassemblaggio !!! Non potevo chiedere di più !!! Grazie !!"
4383,290,M,30-39,SMOKE,"Quando ho appreso la notizia stentavo a crederci, Giovanni era una persona eccezionale, di grande umanità ed un grande appassionato, voglio ricordarlo così, seduto al suo fianco. Ciao Giovanni, che la terra ti sia lieve, RIP."
4384,675,M,0-19,SPORTS,Ok. You are the best of the best man  Thanks for everything
4385,373,M,30-39,ENTERTAINMENT,"Tu sei una ragazza?  Se sei una ragazza, io lo ho l'ungo più di Rocco."
4386,723,M,30-39,SPORTS,"Da Wikipedia, l'enciclopedia libera. Cresciuto nella scuola calcio ""Alba Cavese""[senza fonte] e nelle giovanili del Brescia[senza fonte], Rispoli esordisce in Serie B con le rondinelle il 3 maggio 2008, riuscendosi a guadagnare un ruolo più importante nelle due stagioni successive. Acquistato in compartecipazione dal Parma nel gennaio 2010, ma rimasto in prestito al Brescia fino al termine della stagione, il 30 agosto 2010 è ceduto a titolo temporaneo al Lecce. Il 26 settembre 2010 fa il suo esordio in maglia giallorossa e in Serie A, giocando l'intera partita Palermo-Lecce terminata 2-2. A fine stagione il suo cartellino diventa interamente proprietà del club ducale, ma Rispoli ancora una volta non si ferma a Parma: Il 3 luglio si trasferisce al Padova dal Parma con la formula del prestito con diritto di riscatto della compartecipazione. Vanta 4 presenze ed un gol nella Nazionale Under-21."
4387,545,M,30-39,SPORTS,Ciao rikki dove avete preso le breme? Ieri gran bella giornata in Sile! e ne abbiamo persi altri due belli a testa
4388,1034,M,20-29,ANIME,"Secondo me esplode, come sarebbe esplosa Kale nel manga se Gohan non l'avesse fermata e se non si fosse fusa con Caulifla"
4389,760,M,40-49,SMOKE,"Grazie mille, Anto, per la bella recensione..."
4390,990,M,20-29,SPORTS,"Panchina: 90 Neto; 12 Silvestre, 61 Maietta; 6 Duncan, 97 Diawara; 55 Sansone, 11 Zapata."
4391,905,M,40-49,SPORTS,Serie A Chievo-Cagliari 1 Udinese-Napoli 2 Juventus-Pescara 1 Sampdoria-Sassuolo X Atalanta-Roma X Bologna-Palermo 2 Crotone-Torino 2 Empoli-Fiorentina X Lazio-Genoa 1 Milan-Inter 1 Calcio Estero Manchester Utd-Arsenal 1 Wolfsburg-Schalke 1 Dortmund-Bayern 2 Atl. Madrid-Real Madrid X Ath. Bilbao-Villarreal 2
4392,852,M,40-49,AUTO-MOTO,"bravo!ma il pianale è quello originale o l'hai fatto tu?sabato mi metto anch'io a fare sta cosa appunto per recuperare quei cm che i box in polistirolo rubano portando come te a piano del ruotino,solo che io utilizzerò due travetti in legno ai lati da rivestire con la moquette adesiba nera già ordinata  ma dove metti gli attrezzi?io ho ricavato lo spazio girando il ruotino"
4393,238,M,40-49,METAL-DETECTING,Dipende dalla ricerca che fai... Cmq consiglio che ti posso dare è quello di avere almeno due piastre... Una hf e una normale nera o x35... Cosicché avrai due md diversi e ottimi per ogni esigenza e posto di ricerca.. Io ad esempio per ora ho 4 piastre 9 e 11 nera e hf ellittica(anche se la dovrei vendere) e hf tonda appena presa.... Così copro ogni tipo di ricerca e posto che voglio fare... Ovviamente le 11 le consiglio solo a chi fa sabbia su terra potrebbe essere un po' troppo ingombrante.
4394,1064,M,50-100,SPORTS,"Qualcuno ha qualche foto della 131 Olio Fiat in Nuova Zelanda dove si vede nitidamente il cofano anteriore? Vorrei chiarire un mio dubbio, in quanto ho l'impressione che sul cofano anteriore fossero posizionate le due targhe del rally, una sopra la scritta Fiat Abarth bianca e l'altra a lato della presa d'aria."
4395,305,M,20-29,AUTO-MOTO,"Alex lanciatissimo con led, resistenze e tutto ciò che è elettrico."
4396,15,M,20-29,SPORTS,"Se vogliono risparmiare, facciano pure. Ne hanno diritto. Questi ricatti che non vanno mai a fondo sono francamente stucchevoli. Aspetto ancora che i tifosi della Samp lascino veramente lo stadio vuoto in segno di contestazione. Se n'è parlato in tempi peggiori, ma non è stato mai fatto."
4397,378,M,50-100,ENTERTAINMENT,Mi spiace molto per la tua morte accidentale.... Genio artistico eterno. RIP Giger.....
4398,499,M,40-49,AUTO-MOTO,"Le gomme sono 215/55 r17; Le 18 sono barra 45. Non ho una mirror, ma potresti farti mettere delle 4 stagioni (o ti accordi con un gommista e ti fai scontare il valore di quelle estive e appena ti arriva l'auto vai da lui a cambiarle....oppure invece delle catene monti le calze che hanno ingombri inferiori a quello delle catene. Ce ne sono di varie marche, omologate. Per esempio:"
4399,896,F,20-29,CELEBRITIES,"Ivana al televoto dovrebbe essere abbastanza forte almeno che non finisca in nominations contro Giulia e Daniele. Dalla sua oltre che i fans della non- coppia e i suoi stessi fans, ha anche i sostenitori della De Lellis e quelli di Daniele. Comunque non so se domani ci sarà la classifica del preferito visto che i nuovi ingressi, vedremo.. Non so se si potrebbe salvare, a molti non piace la De Lellis ad esempio, ma se devono scegliere tra lei e Giulia, nominerebbero Ivana visto che é considerata l'anello debole. Comunque vediamo che cosa accadrà domani, la scorsa settimana anche Lorenzo e Luca volevano nominare Ivana e alla fine hanno scelto Veronica, quindi non sfasciamoci la testa prima di rompercela"
4400,619,M,50-100,AUTO-MOTO,"Se tocca non sempre, girando ruota piano, hai anche un pelo di ovalizzazione dischi. L'insieme dischi e pistoncini pinza, provoca il problema. Rismonta le pinze e, metti  di grasso al rame, dietro pastiglia tra parte metallica e punto di appoggio pistoncini. Quando i pistoncini per usura, sale, incrostazioni superficiali, si disallineano dall'asse, tendono a star fuori. Il grasso consente loro di riavere quel minimo di mobilità per riacquisto asse. Monti tutto, ti fai un bel giro scaldando con frenate progressive, da lievi a sempre più energiche, fino quando l'impianto è ben caldo. Prima di rientrare a casa, due frenate simil emergenza (sempre a dischi BEN caldi)"
4401,255,M,30-39,SPORTS,Siamo in 2  secondo giallo inesistente  Atletico troppo lento e prevedibile in attacco anche se la qualificazione non è in discussione
4402,664,M,20-29,SPORTS,"Bisogna aspettare avversari veri a gli europei,poi si può dire se succede a dire grande italia ecc,che poi peggio di ventura non poteva fare mancini dai....."
4403,898,F,0-19,ANIME,"Buonsalve! Io sono Elena (detta anche star), ho 13 anni e finalmente ho trovato un buon forum per imparare ad usare GIMP xD! Amo il Giappone con tutto il cuore, anime, manga e la lettura. Scrivo storielle (ehm...anche schifezzuole), faccio molte foto e pratico danza classica. Adoro graficare (ad esempio l'attuale set l'ho fatto con le mie piccole conoscenze di Photoshop Elements) e per ora so usare solamente Photoshop...spero di riuscire ad imparare a graficare decentemente xD! Voglio farvi i complimenti per il forum ^^ Spero di essere la benvenuta :3 !"
4404,250,F,40-49,CELEBRITIES,tutti e due si può? vabbe cominciamo con luigi
4405,943,F,20-29,SPORTS,Puntata con promo stupendi! Randy  (io credevo che davano a lui il titolo a WM 35 lo ammetto O:) ) è incredibile il fatto che anche se a raw hanno fatto bei match e una buona puntata smack va oltre! puntate ogni volta di gran lunga superiori!
4406,747,M,40-49,SPORTS,"Gestione finanziaria e gestione sportiva, vanno a braccetto: la seconda dipende dalla prima. Ora abbiamo bisogno di vendere, per mantenere i bilanci in ordine e mantenere l'attuale monte ingaggi. E' difficile trattenere giocatori, più del periodo in cui non si sono fatti un nome e sono diventati appetibili, anche perchè spesso anche loro vogliono andare in squadre più blasonate. Continuare con il medesimo trend nella gestione finanziaria, equivale ad avere lo stesso trend della gestione sportiva (magari senza Ferrero...che comunque non è poco!) Per ambire a qualcosa di diverso a livello sportivo, occorrono investimenti sul parco giocatori, occorre tentare di diventare una squadra costruita per lottare per un piazzamento europeo. Un investimento iniziale comunque non a perdere, perchè se si centra l'obiettivo, c'è il ritorno economico derivante dai soldi della Uefa e delle pay tv. Però un sacrificio iniziale va fatto. Così come, per tenere in rosa più a lungo i nostri gioielli, occorre intervenire verso l'alto sul monte ingaggi, altrimenti a parità di stipendio, qualsiasi nostro giocatore preferirebbe andare altrove per guadagnare di più. Insomma, se si vuole puntare a qualcosa a livello sportivo, uno sforzo, almeno iniziale, a livello economico va fatto."
4407,278,M,0-19,ENTERTAINMENT,"Ben tornato vinny, è un vero piacere vedere il ritorno di un utente così storico"
4408,1024,M,40-49,SPORTS,TITOLARI COLLINS FED CUP TAYLOR SHREWSBURY CAP GASPARYAN LIMOGES RUNNER BOUZKOVA LAS VEGAS FRECH SHENZEN KUDERMETOVA LIMOGES RODINA LIMOGES DULGHERU LIMOGES COTITOLARI TEICHMANN SHENZEN GARCIA PEREZ LIMOGES RYBAKINA SHENZEN
4409,98,M,30-39,SPORTS,Per noi è una pagliacciata perché ucciderebbe i campionati nazionali impoverendoli ma per loro sarebbero molti soldi e puntano purtroppo a questo. Degli altri non gliene frega niente.
4410,668,M,30-39,SPORTS,"E' una delle mie preferite di casa MAVER ne posseggo la coppia anche se ne utilizzo sempre e solo una purtroppo ho sempre meno tempo per i trofei a due canne. Parto dicendoti dal 2008 al 2010 periodo di commercializzazione collaboravo con la MAVER quindi ho provato e testato tutte le canne della serie ELITE di quel periodo. Allora che dire su questa canna io la utilizzo per diversi tipi di pesca vista la sua lunghezza e leggerezza, le mie montano gli anelli low-rider ma ottengo ugualmente ottime prestazioni, il piombo limite con un side angolato è 90g in above 110g li lancia tutti nei test la avevo maltrattata anche in ground per la quale non è adatta vista la sua azione. In pesca la vetta sensibile e robusta anche a lunga distanza riesce a far percepire tocche di pesci di piccole dimensioni. La leggerezza e il fusto sottile la rendono un attrezzo utilizabilissimo per un'intera sessione di pesca anche di 12 ore senza affaticare in maniera esagerata le braccia. Costi booooooooooooo sinceramente io le avevo gratis non saprei come aiutarvi ma usata credo che possa essere tranquillamente venduta a 180€ spedita."
4411,543,M,30-39,SPORTS,Al di là di tutti questi schifosi teatrini..per 50 cucchi Thiago Silvio sarebbe da vendere all'istante...se solo i suddetti 50 cucchi venissero rispesi sensatamente.
4412,359,F,0-19,ANIME,"Grazie  Piacere Cinzia Grazie  Ciao sister!  Grazie In pieno! hahahahah Grazie ^^ Piacere, Cinzia"
4413,693,M,20-29,AUTO-MOTO,"Ciao, mi fa piacere che vi sia piaciuto. Di 50 ce n'erano....poi dipende da cosa si cerca ovviamente. Ciao Eugenio"
4414,679,F,20-29,ANIME,"Grazie mille *-* anche io amo tanto quella foto, l'ho fatta durante il mio primo viaggio...amo Liverpool <3"
4415,253,M,0-19,CELEBRITIES,"Non ne abbiamo mica la certezza??Perché un maschio che da urletti,e ha atteggiamenti discutibili deve essere obbligatoriamente omosessuale??Dovremmo cercare di guardare oltre queste ""piccolezze"" perché essere omosessuali è ben altro che certi atteggiamenti..."
4416,371,M,50-100,SMOKE,sono ASTEMIO (dalla nascita!!!!!!!!!!!!) potete indicarmi dell'acqua minerale?
4417,475,M,20-29,SPORTS,una miriade di stiramenti e strappi ai muscoli dello stomaco anche a me
4418,769,M,50-100,AUTO-MOTO,"Ciao Beppe,Ti hanno beccato con la pentola in mano èèèèèèè......"
4419,240,M,30-39,AUTO-MOTO,Non me l’aspettavo da te una risposta del genere...
4420,802,M,20-29,ANIME,1 Kara no Kyoukai 5: Mujun Rasen 16 agosto 2008
4421,150,M,20-29,CELEBRITIES,Alessia potrebbe essere di nuovo la mejor e salvarsi...
4422,274,M,30-39,AUTO-MOTO,Ok ma aspetterò quello futuro che uscirà tra 2 anni
4423,533,M,40-49,CELEBRITIES,Si penso nel pomeriggio perché altrimenti non avrebbe senso annullare la serata di Domenica
4424,809,F,30-39,CELEBRITIES,"Come sempre Manfredi. Vai bomber, hai ancora tanto da dare e con la tua ironia e intelligenza vali molto piú di tanti altri."
4425,177,M,20-29,SPORTS,"Cari ragazzi, il problema è che questi appassionati del siluro si moltiplicano come conigli prendendo dai più giovani ai meno, basta fare un giro sotto al video nei commenti per capire... addirittura c'è uno che si è incazzato perché gli hanno sputtanato lo spot... È una situazione irrecuperabile, toglili e te li rimettano dentro nel giro di un mese Certo che se gira roba sui 2mt.. poi ci credo che i pesci sotto la 5mt scarseggino"
4426,162,M,0-19,ANIME,"Sui power up a cazzo ti correggo, il Gear Second è tipo uno dei buchi di trama peggiori di sempre, uscito fuori dal nulla, senza spiegazioni e senza il tempo materiale per crearlo e padroneggiarlo (a meno che Luffy non si sia esercitato su quella bagnarola della Going Merry). Altra cosa che non mando giù di OP, almeno parzialmente, è il fatto che Luffy, pur non essendo ""nessuno"" riesce con facilità a sconfiggere molta gente superiore a lui in teoria. Che essi siano mezze seghe Kuro, Krieg o Arlong, fino ad arrivare a Lucci e Crocodile Luffy prima di partire dal villaggio Fusha non ha mai avuto allenamenti di sorta nel combattimento o altro, si è sempre affidato ai suoi poteri, alla creatività e ""al suo cuore"". Ho sempre mal digerito il fatto che surclassasse pirati con molta più esperienza di lui nel combattimento e nell'uso delle tecniche, soprattutto Lucci e Crocodile, due personaggi temibili che sono stati fatti fuori in meno di un anno da uno sbarbatello qualunque (Ener non conta, del tutto, essendo inefficace contro la gomma)."
4427,227,M,40-49,SPORTS,"Benvenuto Davide !! vediamo di Cazzeggiare e divertirci ....e condividere Gioie "" Spero TANTE"" e aime Dolori ma sempre senza trapassare la riga Rossoblu"
4428,339,M,30-39,NATURE,"ciao se i cani sono sempre liberi giorno e notte possono aiutarti altrimenti se sono chiusi l'airone caccia /pesca nel primo mattino presto ,io avevo lo stesso problema dopo avergli sparato un paio di volte ho messo un airone finto e non sono piu arrivati..."
4429,94,M,30-39,ENTERTAINMENT,ma che bello bello!!      non vedo l'ora che esca!
4430,225,M,50-100,AUTO-MOTO,Mi sono accorto adesso che questa è la presentazione di re artù quella di Nikanna è qui
